product_id,active,name,category,price,on_sale,discount_amount,discount_percent,manufacturer,scale,height,hero,theme,series,material,packaging,accessories,range_of_motion,type,code,description,image_urls,dimensions
294,1,Figurka The Wizard of Oz / Czarnoksiężnik z Oz (85th Anniversary) POP! - Dorothy & Toto (1502),14,72.00,0,,,"Funko
",,"10
 cm",,Film / TV - Pozostałe,POP! Movies,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698759793,"Funko POP! Vinyl Dorothy & Toto dla kolekcjonera i fana filmu
Urocza mini figurka Dorothy & Toto z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na postaci z filmu Czarnoksiężnik z Oz z 1939 roku i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana produkcji.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka Funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","1_gk6k-un.jpg,2_pkf4-x6.jpg,",
295,1,Figurka Guns N' Roses POP! Rocks - Slash (1990's) (398),14,72.00,0,,,"Funko
",,"13
 cm",Slash (Saul Hudson),Guns N’ Roses,POP! Rocks,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698804844,"Funko POP! Vinyl Slash (1990's) dla kolekcjonera i fana ikon muzyki
Urocza mini figurka Slash (1990's) z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Stanowi wspaniałą pozycję dla fana zespołu, jak i ogólnie kolekcjonera figurek ikon muzycznych.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka funko która z pewnością przypadnie do gustu każdemu.
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka została osadzona na sprężynce przez co ma dodatkową bujaną funkcję. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","1_11to-of.jpg,2_zqd2-up.jpg,",
296,1,Figurka Jujutsu Kaisen POP! - Kasumi Miwa (1642),14,45.00,1,27.00,38,"Funko
",,"9
 cm",Kasumi Miwa,Anime / Manga,POP! Animation,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698802796,"Funko POP! Vinyl Kasumi Miwa dla kolekcjonera i fana anime
Urocza mini figurka Kasumi Miwa z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na postaci z serii Jujutsu Kaisen i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i każdego fana anime czy mangi.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka Funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","1_kvm7-q8.jpg,",
297,1,Figurka Jujutsu Kaisen POP! - Ultimate Mechamaru (1643),14,40.00,1,32.00,44,"Funko
",,"9
 cm",Ultimate Mechamaru,Anime / Manga,POP! Animation,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698802833,"Funko POP! Vinyl Ultimate Mechamaru dla kolekcjonera i fana anime
Urocza mini figurka Ultimate Mechamaru z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na postaci z serii Jujutsu Kaisen i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i każdego fana anime czy mangi.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka Funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","1_m2n0-4r.webp,",
298,1,Figurka AC/DC POP! Rocks - Angus Young,14,40.00,1,32.00,44,"Funko
",,"9
 cm",,Muzyka,POP! Rocks,,"Pudełko z okienkiem
",,"Statyczna (brak punktów ruchu)
",Figurka POP!,FK36318,"Urocza mini figurka z kolekcji POP! Rocks. Figurka Angus Young z zespołu AC/DC mierzy około 9 cm wysokości i pochodzi z popularnej serii figurek POP! od producenta Funko.
Figurki POP! charakteryzują się głównie swoją wielką głową. Pakowane są w estetyczne pudełko z okienkiem.
Jest to z pewnością wspaniały drobny gadżet jako prezent dla wielbiciela danej tematyki, jak i również świetna pozycja dla kolekcjonerów tych uroczych mini figurek. W kolekcji figurek POP! można odnaleźć masę różnych postaci z filmów, gier i komiksów.","x_fk36318a.jpg,",
299,1,Figurka Star Wars The Mandalorian POP! - Mando Holding Child (461),14,45.00,1,27.00,38,"Funko
",,"9
 cm",Grogu,Star Wars,POP! Star Wars,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698545259,"Funko POP! Vinyl Mando Holding Child dla kolekcjonera i fana uniwersum
Urocza mini figurka Mando Holding Child z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na nowym serialu telewizyjnym ""The Mandalorian"" ze świata Star Wars / Gwiezdne Wojny i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana tego kultowego uniwersum.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka funko która z pewnością przypadnie do gustu każdemu.
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka została osadzona na sprężynce przez co ma dodatkową bujaną funkcję. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","img_219223_fdb75adfb9a1b4c5b1b3d93849bae3f3_1.jpg,",
300,1,Figurka Naruto Shippuden POP! - Kakuzu,14,55.90,0,,,"Funko
",,"10
 cm",,Anime / Manga,POP! Animation,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698755313,"Funko POP! Vinyl Kakuzu dla kolekcjonera i fana anime
Urocza mini figurka Kakuzu z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na serii anime Naruto Shippuden i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i każdego fana anime czy mangi.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","1_6hkb-lf.jpg,",
301,1,Figurka The Godfather: Part 2 / Ojciec Chrzestny 2 POP! - Fredo Corleone (1523),14,45.00,1,27.00,38,"Funko
",,"10
 cm",,Film / TV - Pozostałe,POP! Movies,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698759359,"Funko POP! Vinyl dla kolekcjonera i fana postaci
Urocza mini figurka Fredo Corleone z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na postaci z filmu The Godfather: Part 2 / Ojciec Chrzestny 2. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana produkcji filmowych.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka Funko która z pewnością przypadnie do gustu każdemu.
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka została osadzona na sprężynce przez co ma dodatkową bujaną funkcję. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","1_w24r-0l.jpg,",
302,1,Figurka One Piece POP! - Franky (329),14,45.00,1,27.00,38,"Funko
",,"11
 cm",Franky,Anime / Manga,POP! Animation,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698231930,"Funko POP! Vinyl Franky dla kolekcjonera i fana anime / mangi
Urocza mini figurka Franky z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na postaci z serii anime One Piece i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana produkcji.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","1_323h-xp.webp,",
303,1,Figurka Marvel POP! - Carnage Captain America (1436),14,72.00,0,,,"Funko
",,"10
 cm",Carnage,Marvel,POP! Marvel,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698826440,"Funko POP! Vinyl Carnage Captain America dla kolekcjonera i fana
Urocza mini figurka Carnage Captain America z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest na postaci z komiksów studia Marvel oraz wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana superbohaterów / superzłoczyńców, czy to tych widzianych w filmach i serialach czy też komiksach.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka Funko która z pewnością przypadnie do gustu każdemu.
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka została osadzona na sprężynce przez co ma dodatkową bujaną funkcję. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","1_xave-ru.jpg,2_fu6o-s4.jpg,",
304,1,Figurka Marvel POP! - Carnage Iron Man (1437),14,72.00,0,,,"Funko
",,"10
 cm",Carnage,Marvel,POP! Marvel,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698826464,"Funko POP! Vinyl Carnage Iron Man dla kolekcjonera i fana
Urocza mini figurka Carnage Iron Man z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest na postaci z komiksów studia Marvel oraz wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana superbohaterów / superzłoczyńców, czy to tych widzianych w filmach i serialach czy też komiksach.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka Funko która z pewnością przypadnie do gustu każdemu.
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka została osadzona na sprężynce przez co ma dodatkową bujaną funkcję. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","1_gumr-be.webp,2_bud1-u7.webp,",
