product_id,active,name,category,price,on_sale,discount_amount,discount_percent,manufacturer,scale,height,hero,theme,series,material,packaging,accessories,range_of_motion,type,code,description,image_urls,dimensions
43,1,Brelok Tokyo Ghoul:re POP! - Ken Kaneki (Final Battle),7,35.90,0,,,"Funko
",,"4
 cm",Ken Kaneki,Anime / Manga,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698755221,"Brelok do kluczy w postaci uroczej mini figurki POP! Ken Kaneki (Final Battle). Wzorowany na postaci z anime / mangi Tokyo Ghoul:re i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_rj9j-px.jpg,",
44,1,Brelok Harry Potter POP! - Hermiona Granger,7,35.90,0,,,"Funko
",,,Hermiona Granger,Harry Potter / Fantastyczne Zwierzęta,POP! Harry Potter,,"Pudełko z okienkiem
",,,Brelok do kluczy,FK7617,"Brelok do kluczy w postaci uroczej mini figurki POP! Hermione Granger. Wzorowany na filmie Harry Potter i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, oraz grafiką nawiązującą do filmowej produkcji.","x_fk7617.jpg,",
45,1,Brelok Wednesday POP! - Wednesday Addams (Special Edition),7,35.90,0,,,"Funko
",,"4
 cm",Wednesday Addams,Rodzina Addamsów,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698818636,"Brelok do kluczy w postaci uroczej mini figurki POP! Wednesday Addams (Special Edition). Wzorowany na tytułowej bohaterce serialu Wednesday i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_djb1-t0.png,",
46,1,Brelok Dragon Ball Battle on Planet Namek (Ichiban Kuji) - Porunga,7,15.00,0,,,"Banpresto
",,"8
 cm",Porunga,Anime / Manga,,"Acryl
","Worek foliowy
",,,Brelok do kluczy,4573102626998-Porunga(H),"Brelok Porunga z serii Dragon Ball Battle on Planet Namek (Ichiban Kuji), wykonany został z akrylu, żywicy oraz aluminium i mierzy około 8,5 cm.
Może się sprawdzić jako idealny drobny prezent dla każdego fana tego popularnego anime.","Bez_tytułu_nuco-6l.png,",
47,1,Brelok Dragon Ball Battle on Planet Namek (Ichiban Kuji) - Dragon Ball Shenron,7,15.00,0,,,"Banpresto
",,"8
 cm",Shenron,Anime / Manga,,"Acryl
","Worek foliowy
",,,Brelok do kluczy,4573102626998-DBShenron(H),"Brelok Dragon Ball Shenron z serii Dragon Ball Battle on Planet Namek (Ichiban Kuji), wykonany został z akrylu, żywicy oraz aluminium i mierzy około 8,5 cm.
Może się sprawdzić jako idealny drobny prezent dla każdego fana tego popularnego anime.","Bez_tytułu_76cg-gy.png,",
48,1,Brelok Dragon Ball Battle on Planet Namek (Ichiban Kuji) - Logo Capsule Corp.,7,15.00,0,,,"Banpresto
",,"8
 cm",,Anime / Manga,,"Acryl
","Worek foliowy
",,,Brelok do kluczy,4573102626998-CapsuleCorp(H),"Brelok Logo Capsule Corp. z serii Dragon Ball Battle on Planet Namek (Ichiban Kuji), wykonany został z akrylu, żywicy oraz aluminium i mierzy około 8,5 cm.
Może się sprawdzić jako idealny drobny prezent dla każdego fana tego popularnego anime.","Bez_tytułu_l4pa-xi.png,",
49,1,Brelok Dragon Ball Battle on Planet Namek (Ichiban Kuji) - Logo Dragon Ball,7,15.00,0,,,"Banpresto
",,"8
 cm",,Anime / Manga,,"Acryl
","Worek foliowy
",,,Brelok do kluczy,4573102626998-DB(H),"Brelok Logo Dragon Ball z serii Dragon Ball Battle on Planet Namek (Ichiban Kuji), wykonany został z akrylu, żywicy oraz aluminium i mierzy około 8,5 cm.
Może się sprawdzić jako idealny drobny prezent dla każdego fana tego popularnego anime.","Bez_tytułu_aq6r-3p.png,",
50,1,Brelok Asterix i Obelix - Asterix,7,25.90,0,,,"Plastoy
",,"4
 cm",Asterix,Animacje,,,"Pudełko kartonowe
",,,Brelok do kluczy,3521320603896,"Brelok do kluczy w postaci uroczej mini figurki Asterixa. Wzorowany na postaci z serii Asterix i Obelix, wykonany przez producenta Plastoy.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko kartonowe ozdobione grafiką nawiązującą do produkcji.","1_snik-me.jpg,",
51,1,Brelok Zakonnica II POP! - Valak,7,33.90,0,,,"Funko
",,"4
 cm",,Horror,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
",,Brelok do kluczy,889698834469,"Brelok do kluczy w postaci mini figurki POP! Valak. Wzorowany na tytułowej postaci filmu grozy Zakonnica II i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, oraz grafiką nawiązującą do serialu.","1_vlec-oc.webp,",
52,1,Brelok Aggretsuko POP! - Aggretsuko z Gitarą,7,33.90,0,,,"Funko
",,"4
 cm",Retsuko,Aggretsuko,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698803908,"Brelok do kluczy w postaci uroczej mini figurki POP! Aggretsuko z Gitarą. Wzorowany na tytułowej bohaterce serialu animowanego Aggretsuko i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_5k39-ef.webp,",
53,1,Brelok My Hero Academia POP! - Hitoshi Shinso,7,21.90,0,,,"Funko
",,"4
 cm",Hitoshi Shinso,Anime / Manga,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698673334,"Brelok do kluczy w postaci uroczej mini figurki POP! Hitoshi Shinso. Wzorowany na postaci z niezwykle popularnego anime My Hero Academia i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_61dn-4o.jpg,2_ov2t-py.jpg,",
54,1,Brelok gumowy Nintendo - Kontroler SNES,7,14.90,0,,,"Pyramid International
",,,,Nintendo,,"Guma
","Bez opakowania
",,,Brelok do kluczy,5050293387086,"Brelok gumowy Nintendo wykonany na kształt kontrolera konsoli SNES. Mierzy około 4,5 x 6 cm.","1_0rtz-a7.webp,","4,5 x 6 cm"
55,1,Brelok gumowy Nintendo - Game Boy,7,14.90,0,,,"Pyramid International
",,,,Nintendo,,"Guma
","Bez opakowania
",,,Brelok do kluczy,5050293387079,"Brelok gumowy Nintendo wykonany na kształt przenośnej konsoli Game Boy. Mierzy około 4,5 x 6 cm.","1_m59g-5p.webp,","4,5 x 6 cm"
56,1,Brelok gumowy The Legend of Zelda - Hylian Shield,7,14.90,0,,,"Pyramid International
",,,,Legend of Zelda,,"Guma
","Bez opakowania
",,,Brelok do kluczy,5050293386980,"Brelok gumowy The Legend of Zelda wykonany na kształt tarczy Hylian. Mierzy około 4,5 x 6 cm.","1_bhcx-hk.webp,","4,5 x 6 cm"
57,1,Brelok Miasteczko Halloween POP! - Jack Skellington,7,35.90,0,,,"Funko
",,"4
 cm",Jack Skellington,Nightmare Before Christmas,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698723886,"Brelok do kluczy w postaci uroczej mini figurki POP! Jack Skellington. Wzorowany na postaci z filmu animowanego Miasteczko Halloween i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_cn3d-i5.webp,",
58,1,Brelok z metalu Harry Potter  - Herb Hogwartu,7,27.90,0,,,"ABYstyle
",,,Hogwart,Harry Potter / Fantastyczne Zwierzęta,,"Metal
","Gift Box
",,,Brelok do kluczy,ABYKEY319,"Brelok z metalu Harry Potter wykonany na kształt herbu Szkoły Magii Hogwart. Jego wymiary to około 5,5 x 4 cm i został wykonany na pełnej licencji marki.","1_nect-zb.jpg,2_m3i0-wr.jpg,","5,5 x 4 cm"
59,1,Brelok z podświetleniem DC Comics - Bat-Signal,7,34.90,0,,,"ABYstyle
",,,Batman,Batman,,"Plastik
","Gift Box
",,,Brelok do kluczy,ABYKEY336,Brelok DC Comics wykonany z plastiku i metalu na kształt reflektora z symbolem Batmana. Jego wymiary to około 4 x 4 x 3 cm a reflektor posiada podświetlenie LED.,"2_pf8o-fv.jpg,1_1dry-d9.jpg,",4 x 4 x 3 cm
60,1,Brelok z metalu Cardcaptor Sakura - Dream Key,7,27.90,0,,,"ABYstyle
",,,Sakura Kinomoto,Anime / Manga,,"Metal
","Gift Box
",,,Brelok do kluczy,ABYKEY414,"Brelok z metalu Cardcaptor Sakura, jego wymiary to około 4,5 x 4 cm i został wykonany na pełnej licencji marki.","3_t4my-at.jpg,2_m2xc-0s.jpg,","4,5 x 4 cm"
61,1,Brelok gumowy Harry Potter - Harry Chibi,7,8.90,1,6.00,40,"Pyramid International
",,,Harry Potter,Harry Potter / Fantastyczne Zwierzęta,,"Guma
","Bez opakowania
",,,Brelok do kluczy,HITWRK38831C,"Uroczy breloczek do kluczy wykonany na pełnej licencji marki Harry Potter. Zrobiony został z gumy i mierzy około 4,5 cm. Przedstawia postać Harry Pottera w wersji Chibi.","x_rk38831c.jpg,","4,5 cm"
62,1,Brelok Chainsaw Man POP! - Pochita,7,36.90,0,,,"Funko
",,"4
 cm",Pochita,Anime / Manga,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698803267,"Brelok do kluczy w postaci uroczej mini figurki POP! Pochita. Wzorowany na postaci z niezwykle popularnego anime Chainsaw Man i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_ybn5-kw.jpg,",
63,1,Brelok gumowy Harry Potter - Slytherin,7,16.90,0,,,"Pyramid International
",,,Slytherin,Harry Potter / Fantastyczne Zwierzęta,,"Guma
","Bez opakowania
",,,Brelok do kluczy,RK38696C,Brelok gumowy wykonany na licencji marki.,"rk38696c-jpg.jpg,rk38696c-3-jpg.jpg,","4,5 cm"
64,1,Brelok gumowy Minionki - Stuart Banana,7,16.90,0,,,"Pyramid International
",,,,Minionki,,"Guma
","Folia
",,,,5050293389974,"Brelok gumowy Stuart Banana, przedstawiający jednego z bohaterów znanego z serii Minionki. Breloczek jest w pełni oryginalnym gadżetem stworzonym na pełnej licencji marki, mierzy około 4,5 x 6 cm. 
Może się sprawdzić jako idealny drobny podarunek dla każdego fana postaci i tytułu.","5050293389974.jpg,5050293389974-2.jpg,","Około 4,5 x 6 cm"
65,1,Brelok gumowy Loki - Alligator Loki,7,16.90,0,,,,,,Loki,Marvel,,"Guma
","Folia
",,,Brelok do kluczy,5050293393094,"Brelok gumowy Alligator Loki, przedstawiający jednego z najsłynniejszych superbohaterów od Marvel. Breloczek jest w pełni oryginalnym gadżetem stworzonym na pełnej licencji marki, mierzy około 4,5 x 6 cm. 
Może się sprawdzić jako idealny drobny podarunek dla każdego fana postaci.","rk39309c-jpg.jpg,rk39309c-2-jpg.jpg,","Około 4,5 x 6 cm"
66,1,Brelok gumowy Star Wars: The Book of Boba Fett - Boba Fett,7,16.90,0,,,"Pyramid International
",,,Boba Fett,Star Wars,,"Guma
","Bez opakowania
",,,Brelok do kluczy,5050293393292,"Gumowy brelok Star Wars The Book Of Boba Fett
Idealny dla dzieciaków, młodzieży i dorosłych.
Bardzo modny, świetnie nadający się do Twoich kluczy.
Kompletny brelok składa się z metalowego oczka oraz gumowej zawieszki.
Brelok to idealny upominek w konkursach i zabawach.
Super gadżet z twoim ulubionym motywem.
Jest oryginalny, to oficjalny i licencjonowany gadżet","1_mn77-n0.jpg,2_42xh-zf.jpg,","4,5 x 7 cm"
67,1,Brelok Disney - Stitch,7,14.90,0,,,"Pyramid International
",,,Stitch,Animacje,,"PVC
","Worek foliowy
",,,Brelok do kluczy,5050293393407,Brelok Disney wykonany z PVC na pełnej licencji marki z naniesionym wizerunkiem tytułowego bohatera serii filmów animowanych Lilo i Stitch. Posiada ze sobą metalową zawieszkę.,"1_0yn5-16.webp,",
68,1,Brelok One Piece POP! - Luffy (Kimono),7,35.90,0,,,"Funko
",,"4
 cm",Luffy,Anime / Manga,POP! Anime,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698613705,"Brelok do kluczy w postaci uroczej mini figurki POP! Luffy (Kimono). Wzorowany na postaci z niezwykle popularnego anime One Piece i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","x_fk61370.jpg,x_fk61370_a.jpg,",
69,1,Brelok Disney Classics POP! - Mickey,7,35.90,0,,,"Funko
",,"4
 cm",Myszka Mickey,Animacje,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698596299,"Brelok do kluczy w postaci uroczej mini figurki POP! Mickey. Wzorowany na postaci z wielu produkcji animowanych Disneya i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_5b9y-sy.webp,",
70,1,Brelok It / To 2017 Pocket POP! - Pennywise with Balloon,7,35.90,0,,,"Funko
",,"4
 cm",Pennywise,Horror,POP! Movies,,"Pudełko z okienkiem
",,,Brelok do kluczy,FK31811,"Brelok do kluczy w postaci mini figurki POP! Pennywise with Balloon. Wzorowany na filmowej adaptacji książki Stephena Kinga - It / To z 2017 roku i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, oraz grafiką nawiązującą do serialu.","x_fk31811.jpg,",
71,1,Brelok Demon Slayer: Kimetsu no Yaiba POP! - Nezuko Kadamo (Demon Form),7,33.90,0,,,"Funko
",,"4
 cm",Nezuko Kamado,Anime / Manga,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698803366,"Brelok do kluczy w postaci uroczej mini figurki POP! Nezuko Kadamo (Demon Form). Wzorowany na postaci z niezwykle popularnego anime Demon Slayer: Kimetsu no Yaiba i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","Bez_tytułu_bbzw-g3.png,",
72,1,Brelok Asterix i Obelix - Asterix #2,7,33.90,0,,,"Plastoy
",,"11
 cm",Asterix,Animacje,,"Termoplastik
","Bez opakowania
",,,Brelok do kluczy,3521320604190,"Brelok do kluczy w postaci uroczej mini figurki jednego z tytułowych bohaterów serii Asterix i Obelix, wykonany został przez producenta Plastoy.
Figurka posiada ze sobą łańcuszek a całość mierzy około 11 cm. Został wykonany z termoplastiku (bez PVC) a następnie był ręcznie malowany.","x_p60419.jpg,",
73,1,Brelok Asterix i Obelix - Obelix z dzikiem,7,34.90,0,,,"Plastoy
",,"8
 cm",Obelix,Animacje,,"Termoplastik
","Bez opakowania
",,,Brelok do kluczy,3521320603797,"Brelok do kluczy w postaci uroczej mini figurki Obelixa niosącego dzika. Wzorowana jest bezpośrednio na postaci z serii Asterix i Obelix, wykonany został przez producenta Plastoy.
Figurka mierzy około 8 cm wysokości i posiada ze sobą łańcuszek Została wykonany z termoplastiku (bez PVC) a następnie była ręcznie malowana.","1_5zhi-ui.jpg,",
74,1,Brelok One Piece POP! - Roronoa Zoro,7,32.90,0,,,"Funko
",,"4
 cm",Roronoa Zoro,Anime / Manga,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698613712,"Brelok do kluczy w postaci uroczej mini figurki POP! Roronoa Zoro. Wzorowany na postaci z niezwykle popularnego anime One Piece i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_vdd9-ow.jpg,2_fu4t-zp.jpg,",
75,1,Brelok gumowy Stranger Things - Fireball Him!,7,16.90,0,,,"Pyramid International
",,,,Stranger Things,,"Guma
","Worek foliowy
",,,Brelok do kluczy,5050293394350,"Brelok Stranger Things wykonany z gumy na pełnej licencji marki z naniesioną nazwą Hellfire Club, kostką do gry D&D oraz dopiskiem ""Fireball Him!"". Mierzy około 4,5 x 7 cm i posiada ze sobą metalową zawieszkę.","1_42kh-65.jpg,","Około 4,5 x 7 cm"
76,1,Brelok gumowy Super Mario - Księżniczka Peach,7,16.90,0,,,"Pyramid International
",,,Peach,Nintendo,,"Guma
","Folia
",,,Brelok do kluczy,5050293389257,"Brelok gumowy Księżniczki Peach, przedstawiający jedną z głównych postaci z serii gier Super Mario. Breloczek jest w pełni oryginalnym gadżetem stworzonym na pełnej licencji marki, mierzy około 4,5 x 7 cm. 
Może się sprawdzić jako idealny drobny podarunek dla każdego fana postaci i tytułu.","1_yhu9-yu.jpg,","Około 4,5 x 7 cm"
77,1,Tajemniczy brelok gumowy My Hero Academia - Rushing (Ichiban Kuji),7,10.00,0,,,"Banpresto
",,"6
 cm",,Anime / Manga,,"Guma
","Pudełko kartonowe
",,,Brelok do kluczy,4573102624215-L,"Produktem jest tajemniczy brelok gumowy z serii My Hero Academia - Rushing (Ichiban Kuji), wzorowany jest na jednej z postaci znanej z tego rewelacyjnego anime / mangi. Wykonany został z gumy i mierzy około 6,5 cm. Można trafić na jedną z charakterystycznych postaci znanych z produkcji m.in. :
Izuku MidoriyaKatsuki BakugoFumikage TokoyamiShota AizawaPresent Mici wiele innych (ogólnie dostępnych jest 12 różnych postaci)
Może się sprawdzić jako idealny drobny prezent dla każdego fana tego popularnego anime.
UWAGA: Produktem jest losowy tajemniczy brelok. Nie ma możliwości wybrania danej postaci jako że są pakowane w kartonik bez możliwości wglądu do środka.","1_otuw-u4.png,",
78,1,Brelok z metalu Naruto Shippuden - Shuriken Konoha,7,51.90,0,,,"ABYstyle
",,,,Anime / Manga,,"Metal
","Gift Box
",,,Brelok do kluczy,ABYKEY395,"Brelok do kluczy Naruto Shippuden, wykonany przez producenta ABYstyle Studio na kształt Shurikena z naniesionym symbolem wioski Konohagakure. Został on wykonany z wysokiej jakości metalu i mierzy około 3,5 x 3,5 cm.","1_yx8q-j8.jpg,2_phyl-ss.jpg,","3,5 x 3,5 cm"
79,1,Brelok gumowy Harry Potter - Draco Malfoy,7,16.90,0,,,"Pozostali
",,,Malfoy,Harry Potter / Fantastyczne Zwierzęta,,"Guma
","Folia
",,,Brelok do kluczy,5903932890785,"Idealny dla dzieciaków, młodzieży i dorosłych! Bardzo modny, świetnie nadający się do Twoich kluczy.
Kompletny brelok składa się z metalowego oczka oraz gumowej zawieszki. Brelok to idealny upominek w konkursach i zabawach. Super gadżet z twoim ulubionym motywem. 
Jest oryginalny, to oficjalny i licencjonowany gadżet!
Przedstawiony brelok ma rozmiar ok. 4,5x6 cm.","wkcharry201-1-jpg.jpg,wkcharry201-2-jpg.jpg,","Około 4,5x6 cm"
80,1,Brelok gumowy Teenage Mutant Ninja Turtles,7,14.90,0,,,,,,Donatello,Teenage Mutant Ninja Turtles,,"Guma
","Bez opakowania
",,,Brelok do kluczy,5050293394602,"Gumowy brelok Teenage Mutant Ninja Turtles
Idealny dla dzieciaków, młodzieży i dorosłych.
Bardzo modny, świetnie nadający się do Twoich kluczy.
Kompletny brelok składa się z metalowego oczka oraz gumowej zawieszki.
Brelok to idealny upominek w konkursach i zabawach.
Super gadżet z twoim ulubionym motywem.
Jest oryginalny, to oficjalny i licencjonowany gadżet","1_en3y-4f.jpg,","4,5 x 7 cm"
81,1,Brelok Lilo & Stitch POP! - Stitch,7,34.90,0,,,"Funko
",,,Stitch,Disney,POP! Disney,,"Pudełko z okienkiem
",,,Brelok do kluczy,FK6829,"Brelok do kluczy w postaci uroczej mini figurki POP! Stitch. Wzorowany na filmie animowanym studia Disney - Lilo & Stitch, i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, oraz grafiką nawiązującą do filmowej produkcji.","x_fk6829.jpg,",
82,1,Brelok gumowy Marvel - Wolverine (Komiksowy),7,14.90,0,,,"Pyramid International
",,"6
 cm",Wolverine,Marvel,,"Guma
","Worek foliowy
",,,Brelok do kluczy,5050293394145,Brelok Marvel wykonany z gumy na pełnej licencji marki na kształt komiksowego wizerunku Wolverina. Mierzy około 6 cm i i posiada ze sobą metalową zawieszkę.,"1_7o47-2j.jpg,",
83,1,Brelok gumowy Mario Kart - Mario,7,14.90,0,,,"Pyramid International
",,,Mario,Anime / Manga,,"Guma
","Worek foliowy
",,,Brelok do kluczy,5050293387093,"Brelok Mario Kart wykonany z gumy na pełnej licencji marki na kształt Mario w swoim Gokarcie. Mierzy około 4,5 x 6 cm i i posiada ze sobą metalową zawieszkę.","1_wgtx-rp.jpg,","4,5 x 6 cm"
84,1,Brelok Hanako - Mokke,7,14.90,0,,,"Pyramid International
",,"6
 cm",,Anime / Manga,,"PVC
","Worek foliowy
",,,Brelok do kluczy,5050293393926,"Brelok Hanako, duch ze szkolnej toalety wykonany z PVC na pełnej licencji marki na kształt postaci Mokke. Mierzy około 6 cm długości i posiada ze sobą metalową zawieszkę.","1_82b6-at.jpg,",
85,1,Brelok Dungeons & Dragons - Mimic,7,14.90,0,,,"Pyramid International
",,,,Dungeons & Dragons,,"PVC
","Worek foliowy
",,,Brelok do kluczy,5050293394367,Brelok Dungeons & Dragons wykonany z PVC na pełnej licencji marki na kształt Mimika i posiada ze sobą metalową zawieszkę.,"1_235z-aa.jpg,",
86,1,Brelok Little Nightmares - Mono,7,14.90,0,,,"Pyramid International
",,,,Gry - Pozostałe,,,"Worek foliowy
",,,Brelok do kluczy,5050293393469,"Brelok Little Nightmares wykonany na pełnej licencji marki na kształt postaci Mono. Mierzy około 4,5 x 6 cm i posiada ze sobą metalową zawieszkę.","1_b0ma-iw.jpg,","4,5 x 6 cm"
87,1,Brelok gumowy Stranger Things - Demogorgon Upside Down,7,14.90,0,,,"Pyramid International
",,"6
 cm",Demogorgon,Stranger Things,,"Guma
","Worek foliowy
",,,Brelok do kluczy,5050293394343,Brelok Stranger Things wykonany z gumy na pełnej licencji marki na kształt Demogorgona z dopiskiem Upside Down. Mierzy około 6 cm długości i posiada ze sobą metalową zawieszkę.,"1_qmxp-ul.jpg,",
88,1,Brelok gumowy Star Wars - Stormtrooper,7,14.90,0,,,"Pyramid International
",,,Stormtrooper,Star Wars,,"Guma
","Worek foliowy
",,,Brelok do kluczy,5050293383408,Brelok Star Wars wykonany z gumy na pełnej licencji marki na kształt hełmu Szturmowca Galaktycznego Imperium i posiada metalową zawieszkę.,"1_6p41-ig.jpg,",
89,1,Brelok Powrót do przyszłości - Tablica rejestracyjna,7,14.90,0,,,"Pyramid International
",,,,Powrót do przyszłości,,"PVC
","Worek foliowy
",,,Brelok do kluczy,5050293385723,Brelok Powrót do przyszłości wykonany na licencji marki na kształt tablicy rejestracyjnej DeLoreana. Został wykonany z PVC i posiada metalową zawieszkę.,"1_hbbf-mt.jpg,",
90,1,Brelok InuYasha POP! - Inuyasha,7,34.90,0,,,"Funko
",,"4
 cm",Inuyasha,Anime / Manga,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698756136,"Brelok do kluczy w postaci uroczej mini figurki POP! Inuyasha. Wzorowany na postaci z niezwykle popularnego anime InuYasha i wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_icsz-ie.jpg,",
